t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784495672526,1,BASELINE,P,0,traffic_light,0.000,2.500,2.500,miss,,
1784495672526,1,BASELINE,P,58,traffic_light,0.500,2.500,2.000,miss,,
1784495693015,1,BASELINE,A,1,traffic_light,6.500,23.000,16.500,miss,,
1784495694426,1,BASELINE,A,-1,,,,,false_alarm,,
1784495702029,1,BASELINE,A,60,person,21.500,32.000,10.500,miss,,
1784495708348,1,BASELINE,A,-1,,,,,false_alarm,,
1784495727516,1,BASELINE,A,61,person,56.500,57.500,1.000,miss,,
1784495733778,1,BASELINE,A,6,person,61.000,68.000,7.000,hit,3.498,1.972
1784495734870,1,BASELINE,A,7,person,62.000,66.000,4.000,hit,3.599,1.480
1784495747529,1,BASELINE,A,8,traffic_light,67.000,77.500,10.500,miss,,
1784495752043,1,BASELINE,A,9,traffic_light,81.000,82.000,1.000,miss,,
